climaticZone,planetSection,temperatureSecondHalfPlanetRotation,temperatureFirstHalfPlanetRotation,mineralDensity,geoZone,longitude,rockSize,waterStreamDistanceY,cover,magmaConcentrationDistance,waterStreamDistanceX,detectionDepth,mineralType,id
7,Mordor,30.1,100.9,-999.0,7,40.4,1,9.61,3,MEDIUM,432.28,30.42,1,247
4,Hyrule,39.0,106.8,11579.09,7,329.12,3,86.81,4,VERY_CLOSE,900.24,21.96,3,248
6,Mordor,29.9,110.7,3522.48,7,119.12,1,17.63,2,FAR,431.67,23.93,5,249
7,Mordor,28.9,110.5,3508.44,2,152.23,0,-62.28,0,VERY_CLOSE,1056.53,29.78,1,250
2,Hyrule,28.0,104.3,8285.66,7,69.85,3,0.0,4,VERY_CLOSE,0.0,21.27,4,251
7,Tatoooine,28.1,108.8,4588.3,2,129.99,0,0.0,0,CLOSE,0.0,26.28,6,252
2,Hyrule,13.8,91.8,14399.24,7,143.93,3,135.54,4,VERY_CLOSE,567.34,21.66,4,253
8,Mordor,25.6,96.0,10053.77,7,74.68,1,40.33,3,CLOSE,364.53,33.55,7,254
4,Tatoooine,36.4,110.6,8352.42,7,359.47,3,105.85,4,CLOSE,1218.48,28.19,6,255
7,Mordor,34.2,110.0,6038.62,7,256.15,1,46.82,3,CLOSE,1017.76,30.9,2,256
7,Mordor,30.7,111.1,3696.88,2,104.1,0,11.63,0,CLOSE,513.31,31.44,1,257
4,Tatoooine,29.1,101.1,8373.43,7,46.8,3,15.39,4,CLOSE,353.21,26.16,1,258
7,Tatoooine,33.6,111.0,3598.35,2,280.36,0,-14.19,0,VERY_CLOSE,1358.82,33.94,1,259
4,Tatoooine,29.0,108.7,4125.85,7,100.04,3,0.0,4,CLOSE,0.0,28.35,5,260
4,Tatoooine,31.4,108.6,5395.28,7,30.85,3,3.08,4,VERY_CLOSE,102.91,26.49,5,261
2,Hyrule,36.7,116.4,-999.0,7,269.23,3,160.14,4,VERY_CLOSE,1094.45,23.54,4,262
2,Hyrule,24.8,102.8,6924.01,7,92.25,1,190.54,1,CLOSE,1432.98,24.69,4,263
2,Hyrule,36.0,92.3,15483.63,7,10.01,3,29.35,4,VERY_CLOSE,1163.78,20.84,6,264
7,Tatoooine,36.0,115.0,-999.0,7,303.25,1,75.4,3,CLOSE,1088.3,34.62,1,265
2,Tatoooine,39.2,107.3,13172.36,7,273.73,3,67.32,4,VERY_CLOSE,491.04,25.81,3,266
8,Tatoooine,33.4,103.0,10183.14,7,30.97,1,136.9,3,MEDIUM,1376.13,31.78,7,267
7,Mordor,16.3,90.5,12806.1,7,128.22,1,80.36,3,CLOSE,532.91,28.24,5,268
4,Hyrule,32.4,-999.0,8357.32,7,18.77,3,95.58,4,VERY_CLOSE,673.14,25.14,6,269
2,Hyrule,30.7,103.8,8408.28,7,35.4,1,133.98,1,VERY_CLOSE,1372.84,22.5,3,270
2,Tatoooine,34.5,114.9,5755.61,7,266.24,1,79.46,2,VERY_CLOSE,1332.05,25.09,3,271
7,Mordor,35.8,102.2,-999.0,7,353.32,1,24.94,3,VERY_CLOSE,358.39,28.72,1,272
8,Tatoooine,32.6,98.9,10959.74,7,21.63,1,76.1,3,CLOSE,1530.23,32.1,2,273
7,Tatoooine,26.8,102.8,5489.13,7,109.17,1,2.01,3,CLOSE,717.39,27.79,5,274
7,Mordor,31.7,96.0,9196.16,2,36.02,2,17.69,3,MEDIUM,142.06,31.47,1,275
2,Tatoooine,31.6,117.4,9325.27,7,230.8,3,0.0,4,CLOSE,95.62,25.61,3,276
8,Tatoooine,25.3,101.4,9724.33,7,86.44,1,221.34,3,CLOSE,2067.32,35.13,7,277
2,Hyrule,17.2,100.9,13668.04,7,174.08,3,41.28,4,VERY_CLOSE,283.15,21.4,4,278
4,Tatoooine,21.0,106.4,10790.3,7,160.24,3,12.17,4,CLOSE,131.83,28.21,5,279
4,Hyrule,26.3,95.5,-999.0,7,68.48,3,40.99,4,VERY_CLOSE,824.09,23.81,6,280
4,Tatoooine,19.0,98.3,11427.33,7,109.24,3,74.7,4,VERY_CLOSE,635.5,24.1,6,281
2,Tatoooine,32.9,108.2,3859.25,7,29.3,1,92.02,2,VERY_CLOSE,1579.51,25.24,3,282
7,Tatoooine,21.2,93.1,12296.74,7,94.38,1,22.96,3,VERY_CLOSE,135.73,29.71,2,283
4,Tatoooine,22.6,103.5,9343.54,7,120.92,3,60.34,4,CLOSE,729.39,27.09,2,284
7,Tatoooine,22.8,103.8,9997.34,7,169.57,1,45.68,3,CLOSE,2571.93,31.7,2,285
7,Tatoooine,25.8,112.2,7302.02,7,185.91,1,89.42,3,CLOSE,1505.61,32.12,1,286
8,Tatoooine,30.9,103.2,9216.68,7,48.65,1,307.36,3,MEDIUM,3178.34,36.63,7,287
6,Mordor,29.2,108.4,4982.84,7,90.74,1,5.98,2,FAR,221.17,25.05,5,288
7,Mordor,31.1,114.6,7088.62,7,236.39,1,-10.29,3,CLOSE,192.09,33.09,7,289
8,Mordor,27.1,99.9,10722.91,7,57.35,1,24.96,3,MEDIUM,191.74,34.58,7,290
2,Tatoooine,30.5,112.3,7467.36,7,221.95,3,0.0,4,VERY_CLOSE,0.0,25.15,5,291
7,Mordor,26.7,96.9,7628.46,7,78.42,1,-60.57,3,VERY_CLOSE,1519.24,31.47,1,292
4,Tatoooine,22.5,-999.0,-999.0,7,147.6,3,12.57,4,CLOSE,223.76,29.9,1,293
7,Tatoooine,27.0,103.0,6713.56,7,86.38,1,67.78,3,CLOSE,2346.8,31.0,1,294
8,Mordor,25.7,96.1,7315.3,7,83.42,1,-1.0,3,CLOSE,141.78,33.8,7,295
7,Mordor,22.9,95.2,8553.5,7,102.18,1,29.02,3,CLOSE,574.86,29.58,1,296
2,Hyrule,30.9,97.4,10608.86,7,39.61,3,41.84,4,VERY_CLOSE,491.26,19.28,6,297
2,Hyrule,19.4,105.1,10232.02,7,161.02,1,127.77,1,VERY_CLOSE,1229.63,23.94,4,298
4,Tatoooine,28.4,95.4,8883.65,7,63.05,3,75.62,4,VERY_CLOSE,953.32,26.74,5,299
2,Hyrule,23.7,101.2,9543.57,7,93.22,1,177.46,2,VERY_CLOSE,1236.95,22.57,6,300
2,Hyrule,31.5,111.3,6237.65,7,237.49,1,0.0,3,VERY_CLOSE,0.0,21.53,4,301
7,Mordor,28.4,114.1,7050.59,7,207.69,1,56.25,3,CLOSE,1402.99,27.93,2,302
8,Tatoooine,30.1,96.0,9124.01,7,36.41,1,12.77,3,MEDIUM,1558.24,34.04,7,303
4,Hyrule,31.1,100.6,7666.81,7,41.93,3,211.09,4,VERY_CLOSE,1666.9,24.67,3,304
6,Tatoooine,35.0,112.2,7135.95,1,282.63,0,4.89,0,VERY_CLOSE,134.26,24.67,3,305
2,Tatoooine,41.1,-999.0,12855.1,7,285.93,3,0.0,4,VERY_CLOSE,0.0,24.64,6,306
7,Tatoooine,26.2,108.4,6686.16,7,156.97,1,71.07,3,MEDIUM,1051.44,29.99,2,307
4,Tatoooine,36.4,113.8,7325.71,7,300.76,3,0.0,4,VERY_CLOSE,0.0,27.67,1,308
6,Tatoooine,31.4,-999.0,-999.0,1,60.62,0,22.21,0,VERY_CLOSE,1239.55,25.64,5,309
4,Tatoooine,28.2,97.8,7851.44,7,63.2,3,10.78,4,VERY_CLOSE,211.12,27.77,2,310
4,Tatoooine,27.5,96.3,9070.6,7,58.68,3,81.26,4,VERY_CLOSE,817.12,25.78,6,311
2,Hyrule,15.2,89.8,13583.39,7,131.45,3,166.57,4,VERY_CLOSE,815.17,22.81,4,312
4,Hyrule,38.0,103.0,8442.33,7,360.12,3,35.15,4,VERY_CLOSE,598.45,24.13,6,313
5,Hyrule,30.4,103.4,3787.18,1,65.87,0,0.0,0,VERY_CLOSE,0.0,20.25,4,314
2,Hyrule,26.4,107.8,-999.0,7,217.63,1,127.0,3,VERY_CLOSE,844.83,21.25,3,315
4,Tatoooine,35.1,99.3,13135.17,7,16.94,3,78.47,4,CLOSE,600.95,25.84,6,316
2,Tatoooine,37.8,-999.0,5906.94,7,325.18,1,53.17,2,VERY_CLOSE,651.65,26.41,3,317
8,Tatoooine,27.5,108.1,8160.63,7,208.98,1,96.57,3,CLOSE,2448.95,34.29,7,318
7,Tatoooine,29.8,102.2,8439.33,7,47.42,1,204.34,3,CLOSE,3011.47,31.05,2,319
2,Hyrule,22.2,106.6,11148.49,7,186.49,3,83.57,4,CLOSE,691.76,22.83,4,320
2,Hyrule,25.4,91.1,13232.56,7,59.72,1,111.99,1,VERY_CLOSE,844.73,23.45,6,321
8,Tatoooine,36.7,108.2,8528.67,7,357.1,1,286.55,3,CLOSE,3311.73,35.54,7,322
7,Mordor,27.8,101.0,4668.75,2,126.27,0,0.0,0,FAR,0.0,30.32,2,323
8,Tatoooine,25.7,111.5,11589.38,7,204.81,1,135.2,3,MEDIUM,843.51,34.43,7,324
4,Hyrule,31.7,102.3,6744.61,7,25.72,3,44.99,4,VERY_CLOSE,686.12,22.88,3,325
8,Tatoooine,35.1,105.9,-999.0,7,15.07,1,81.8,3,MEDIUM,1647.33,33.91,7,326
8,Tatoooine,29.0,111.0,4509.18,7,191.58,0,-2.93,0,VERY_CLOSE,215.73,34.56,7,327
2,Tatoooine,22.6,99.6,-999.0,7,183.93,3,249.34,4,CLOSE,1601.03,27.61,3,328
2,Hyrule,15.6,101.5,15778.99,7,172.42,3,171.17,4,VERY_CLOSE,926.41,21.58,4,329
7,Mordor,33.9,107.5,8328.47,2,27.4,0,13.42,0,MEDIUM,355.94,33.4,1,330
2,Hyrule,23.8,100.1,6854.87,7,148.9,1,0.0,3,VERY_CLOSE,0.0,21.77,4,331
4,Mordor,27.9,106.2,6185.23,7,190.15,1,117.27,1,MEDIUM,1385.56,28.36,2,332
7,Tatoooine,36.5,108.1,9894.03,7,354.67,1,12.49,3,CLOSE,206.38,25.61,6,333
6,Hyrule,30.5,100.7,5181.65,1,63.54,0,0.0,0,VERY_CLOSE,0.0,21.15,4,334
5,Hyrule,27.4,107.0,5993.01,1,182.24,0,0.0,0,VERY_CLOSE,0.0,21.9,4,335
2,Hyrule,36.5,106.3,6438.96,7,325.45,1,43.94,1,VERY_CLOSE,1487.71,23.08,3,336
7,Mordor,25.9,103.5,-999.0,7,133.25,1,54.29,3,CLOSE,863.35,30.45,2,337
4,Tatoooine,31.9,100.2,7149.5,7,45.39,3,8.77,4,CLOSE,392.35,24.33,6,338
4,Hyrule,36.5,100.7,-999.0,7,359.85,3,50.78,4,VERY_CLOSE,1164.34,22.85,3,339
2,Tatoooine,35.3,113.3,8706.16,7,253.06,3,98.83,4,CLOSE,874.15,25.87,3,340
2,Hyrule,29.5,107.0,7144.13,7,51.3,1,49.47,1,CLOSE,979.3,24.87,3,341
7,Tatoooine,37.0,102.0,9736.37,7,345.52,1,78.34,3,CLOSE,902.25,35.03,1,342
7,Mordor,35.2,110.1,8703.43,7,252.65,1,3.83,3,CLOSE,97.68,31.15,7,343
2,Hyrule,16.9,101.9,13660.43,7,169.59,3,116.28,4,VERY_CLOSE,683.74,22.8,4,344
7,Mordor,25.8,104.4,-999.0,7,104.3,1,43.59,3,CLOSE,383.25,27.8,5,345
2,Hyrule,18.6,-999.0,14249.26,7,179.69,3,121.2,4,VERY_CLOSE,778.46,23.02,4,346
7,Tatoooine,30.1,115.4,8168.51,7,223.73,1,77.07,3,CLOSE,1083.83,29.01,5,347
8,Mordor,28.5,108.3,4818.04,7,161.83,1,-9.03,3,MEDIUM,507.19,31.69,7,348
7,Tatoooine,27.5,109.8,4622.21,7,119.81,1,0.0,3,VERY_CLOSE,0.0,26.34,5,349
7,Mordor,27.9,107.6,-999.0,7,96.58,1,13.64,3,CLOSE,188.05,31.99,1,350
6,Tatoooine,32.1,104.0,5431.25,1,18.95,0,18.84,0,CLOSE,879.21,27.63,5,351
4,Tatoooine,37.2,107.4,8144.42,7,354.31,3,97.81,4,VERY_CLOSE,2003.04,27.24,5,352
2,Hyrule,14.1,92.4,14399.72,7,109.77,3,126.67,4,VERY_CLOSE,1029.87,20.2,3,353
6,Hyrule,24.9,99.7,6963.41,1,95.77,0,0.0,0,VERY_CLOSE,0.0,21.52,4,354
8,Mordor,22.5,98.3,10887.13,7,93.2,1,-2.85,3,CLOSE,353.26,35.35,7,355
4,Tatoooine,38.1,110.0,10804.02,7,273.28,3,100.53,4,CLOSE,1185.65,28.61,5,356
2,Hyrule,25.1,101.4,-999.0,7,174.2,3,7.88,4,CLOSE,96.82,23.43,4,357
7,Mordor,27.9,112.2,-999.0,7,195.95,1,-7.11,3,VERY_CLOSE,482.39,29.83,2,358
2,Hyrule,24.3,110.0,-999.0,7,163.56,1,5.86,3,VERY_CLOSE,100.67,21.33,4,359
2,Hyrule,31.6,109.5,2046.01,7,179.75,1,35.34,2,VERY_CLOSE,1448.16,23.69,4,360
2,Hyrule,19.6,100.1,-999.0,7,158.41,3,87.61,4,VERY_CLOSE,653.56,23.07,4,361
2,Hyrule,19.4,94.1,11983.72,7,94.52,3,20.82,4,VERY_CLOSE,291.14,22.1,6,362
2,Hyrule,37.6,105.3,9105.62,7,362.02,1,116.93,1,CLOSE,1295.73,25.29,6,363
8,Tatoooine,31.8,101.9,-999.0,7,41.35,1,185.52,3,CLOSE,2511.9,32.68,7,364
8,Tatoooine,28.2,97.5,-999.0,7,68.63,1,129.47,3,MEDIUM,1425.55,33.64,7,365
2,Hyrule,20.5,103.8,10712.39,7,154.85,3,63.35,4,VERY_CLOSE,360.14,21.97,4,366
4,Hyrule,27.4,89.0,13372.91,7,54.95,3,11.46,4,VERY_CLOSE,222.69,23.58,3,367
2,Hyrule,25.9,104.3,11269.83,7,197.71,3,81.91,4,VERY_CLOSE,510.83,21.65,4,368
7,Mordor,20.1,103.2,10087.29,7,134.89,1,12.29,3,CLOSE,215.83,26.33,5,369
8,Mordor,27.4,-999.0,5854.94,7,156.44,1,42.13,3,CLOSE,840.83,33.13,7,370
8,Tatoooine,31.1,-999.0,-999.0,7,45.49,1,43.42,3,VERY_CLOSE,576.53,33.02,7,371
8,Tatoooine,28.6,107.0,5423.75,7,68.32,1,89.95,3,VERY_CLOSE,854.53,32.77,7,372
7,Tatoooine,31.1,98.3,6953.35,7,45.65,1,44.0,3,CLOSE,806.83,33.12,1,373
4,Hyrule,35.3,95.8,14561.73,7,8.98,3,105.08,4,VERY_CLOSE,612.07,22.01,3,374
2,Hyrule,35.2,106.6,4584.28,7,313.07,1,37.52,1,VERY_CLOSE,708.35,24.13,2,375
4,Tatoooine,27.2,103.2,6040.47,7,175.29,3,0.0,4,CLOSE,0.0,28.96,2,376
8,Tatoooine,35.8,104.2,6632.12,7,365.55,1,47.83,3,MEDIUM,1408.8,32.59,7,377
6,Tatoooine,30.0,104.7,-999.0,1,78.14,0,0.0,0,CLOSE,0.0,26.41,6,378
7,Mordor,14.1,92.2,14635.38,7,115.05,1,-31.19,3,CLOSE,308.97,25.95,5,379
2,Tatoooine,31.2,114.4,9926.78,7,230.36,3,93.11,4,CLOSE,2098.97,27.85,5,380
7,Mordor,24.5,90.4,-999.0,7,63.83,1,71.47,3,VERY_CLOSE,703.25,31.05,1,381
2,Hyrule,35.5,106.0,4125.95,7,335.93,1,26.24,2,VERY_CLOSE,1031.17,22.27,3,382
6,Mordor,27.1,-999.0,-999.0,1,155.17,0,4.06,0,FAR,97.46,25.54,2,383
2,Hyrule,19.5,103.0,11282.84,7,151.64,3,11.9,4,VERY_CLOSE,95.14,21.2,4,384
7,Tatoooine,38.6,105.0,9731.29,7,313.9,1,101.37,3,VERY_CLOSE,1055.22,28.52,2,385
7,Mordor,16.4,96.5,12583.09,7,119.85,1,62.8,3,VERY_CLOSE,410.1,27.75,5,386
2,Hyrule,29.4,111.7,3610.86,7,178.03,1,54.27,1,VERY_CLOSE,673.92,24.33,4,387
7,Mordor,29.0,107.2,-999.0,7,208.67,1,21.82,3,VERY_CLOSE,453.41,27.1,5,388
2,Hyrule,28.0,106.2,5752.02,7,97.33,3,37.94,4,CLOSE,622.87,24.32,4,389
8,Tatoooine,29.2,97.8,9199.93,7,43.19,1,136.09,3,MEDIUM,1275.6,34.0,7,390
7,Tatoooine,26.0,111.1,-999.0,7,155.04,1,48.88,3,VERY_CLOSE,844.72,31.24,1,391
7,Mordor,27.7,107.8,5590.24,7,185.35,1,0.0,3,CLOSE,0.0,26.74,5,392
2,Tatoooine,32.3,114.2,5061.7,7,236.13,1,37.95,2,VERY_CLOSE,725.69,24.69,3,393
6,Hyrule,34.0,111.3,10846.29,1,240.19,0,0.0,0,VERY_CLOSE,0.0,20.68,4,394
4,Tatoooine,35.9,113.5,14033.75,7,259.34,3,75.09,4,CLOSE,439.48,26.32,2,395
7,Mordor,10.3,76.3,21417.53,7,117.16,1,33.63,3,CLOSE,643.64,27.54,5,396
2,Hyrule,38.0,112.4,8135.7,7,317.57,1,30.86,2,VERY_CLOSE,508.52,23.68,6,397
4,Hyrule,31.4,107.5,-999.0,7,44.2,3,77.93,4,VERY_CLOSE,1612.42,25.44,6,398
4,Hyrule,34.3,102.7,9282.86,7,27.09,3,107.58,4,VERY_CLOSE,703.39,23.51,6,399
7,Mordor,26.5,102.1,5005.59,2,97.66,0,0.0,0,CLOSE,0.0,27.52,2,400
2,Hyrule,36.3,107.8,7217.55,7,260.87,1,77.01,3,VERY_CLOSE,401.23,21.06,3,401
7,Mordor,17.4,95.5,12165.86,7,146.49,1,60.59,3,VERY_CLOSE,388.53,26.03,5,402
4,Tatoooine,25.1,98.5,10009.63,7,77.09,3,17.77,4,CLOSE,102.85,25.76,6,403
7,Tatoooine,31.1,103.2,6734.97,7,57.68,1,57.44,3,VERY_CLOSE,2106.34,33.09,1,404
7,Tatoooine,28.6,97.3,-999.0,7,57.05,1,22.29,3,VERY_CLOSE,480.31,30.99,2,405
7,Mordor,37.7,110.6,11374.42,7,334.9,1,83.41,3,FAR,569.33,29.86,1,406
4,Hyrule,27.4,99.9,8659.19,7,68.81,3,95.6,4,VERY_CLOSE,1278.49,21.25,3,407
2,Hyrule,35.0,108.6,7409.12,7,14.17,1,108.83,1,VERY_CLOSE,1025.91,23.5,6,408
7,Mordor,37.1,103.9,7072.57,2,350.28,2,24.84,3,VERY_CLOSE,655.58,30.19,1,409
7,Mordor,22.5,101.3,9175.87,7,109.09,1,132.64,3,CLOSE,1335.33,28.96,5,410
7,Tatoooine,24.6,-999.0,7142.77,7,100.19,1,4.86,3,CLOSE,828.33,28.49,5,411
7,Mordor,28.0,103.7,7844.29,2,78.05,0,34.77,0,CLOSE,782.15,27.92,2,412
7,Mordor,24.0,100.6,9316.86,7,169.4,1,48.06,3,CLOSE,922.08,32.98,7,413
2,Hyrule,24.4,104.2,-999.0,7,128.5,1,193.3,2,VERY_CLOSE,874.91,22.86,3,414
4,Hyrule,10.1,89.8,13302.61,7,127.61,3,14.78,4,VERY_CLOSE,94.03,20.62,4,415
2,Hyrule,18.3,104.4,14526.83,7,187.42,3,153.65,4,VERY_CLOSE,859.77,23.41,3,416
7,Mordor,26.1,103.8,4958.75,2,118.31,0,-5.07,0,FAR,1751.93,29.98,2,417
2,Hyrule,25.6,110.3,9801.49,7,198.72,3,54.8,4,VERY_CLOSE,995.98,24.96,3,418
7,Mordor,27.7,105.0,-999.0,1,78.6,0,0.0,0,CLOSE,0.0,27.91,2,419
2,Hyrule,33.9,107.5,6214.78,7,22.1,3,6.22,4,VERY_CLOSE,100.36,19.46,6,420
2,Tatoooine,30.0,105.9,1918.1,7,90.35,1,116.28,2,CLOSE,1145.05,26.95,3,421
2,Hyrule,36.7,-999.0,5805.6,7,297.22,1,69.08,1,VERY_CLOSE,716.38,23.85,4,422
2,Hyrule,9.8,88.0,16666.92,7,139.93,3,136.67,4,VERY_CLOSE,695.41,21.67,4,423
4,Hyrule,17.7,91.0,13547.68,7,100.03,3,72.08,4,VERY_CLOSE,436.4,20.63,4,424
4,Tatoooine,24.6,103.4,7103.74,7,97.38,3,43.13,4,CLOSE,512.63,26.61,6,425
7,Tatoooine,16.3,93.0,-999.0,7,129.53,1,37.69,3,VERY_CLOSE,199.28,27.17,5,426
2,Tatoooine,18.8,98.9,11478.08,7,122.62,3,7.27,4,VERY_CLOSE,102.12,25.9,3,427
7,Tatoooine,30.2,111.5,9209.44,7,219.26,1,19.2,3,MEDIUM,901.15,30.83,2,428
8,Mordor,28.5,108.7,5171.64,7,167.34,1,-2.85,3,CLOSE,102.28,32.92,7,429
7,Mordor,21.4,102.1,9238.67,7,143.8,1,44.71,3,CLOSE,622.88,34.0,1,430
4,Tatoooine,24.8,88.6,-999.0,7,69.8,3,45.61,4,VERY_CLOSE,523.06,26.3,2,431
4,Tatoooine,26.6,108.2,-999.0,7,180.69,3,203.46,4,VERY_CLOSE,1108.33,30.1,5,432
8,Tatoooine,29.4,114.5,10664.18,7,217.93,1,130.68,3,MEDIUM,921.21,33.93,7,433
2,Tatoooine,36.2,111.8,8270.87,7,286.99,3,42.81,4,CLOSE,1064.39,27.42,5,434
4,Hyrule,13.5,89.1,14864.86,7,109.11,3,91.4,4,VERY_CLOSE,498.18,21.31,4,435
4,Tatoooine,27.0,99.8,6230.76,7,89.0,3,13.56,4,VERY_CLOSE,278.45,23.58,2,436
2,Hyrule,18.1,98.7,14031.41,7,175.83,3,55.38,4,CLOSE,352.1,22.39,4,437
2,Hyrule,16.9,97.4,13561.13,7,157.53,3,109.11,4,VERY_CLOSE,874.5,23.05,4,438
7,Mordor,20.5,99.5,10929.03,7,146.26,1,124.6,3,VERY_CLOSE,763.14,26.28,5,439
2,Hyrule,23.2,105.7,-999.0,7,139.87,3,25.09,4,CLOSE,291.51,22.15,4,440
7,Mordor,29.3,102.0,5588.03,2,59.46,0,0.0,0,CLOSE,95.28,32.48,1,441
7,Mordor,25.8,109.1,6186.14,7,144.15,1,7.23,3,CLOSE,99.5,33.71,7,442
2,Hyrule,24.1,99.7,8608.2,7,161.11,1,155.61,1,VERY_CLOSE,1273.24,24.51,4,443
4,Tatoooine,20.9,99.8,9630.6,7,110.62,3,5.82,4,VERY_CLOSE,95.5,23.76,3,444
4,Hyrule,38.0,94.8,13877.35,7,1.98,3,71.11,4,VERY_CLOSE,492.5,21.72,3,445
8,Mordor,33.1,108.8,-999.0,7,36.53,1,0.0,3,MEDIUM,0.0,31.76,7,446
2,Hyrule,25.9,109.1,5407.64,7,127.87,1,0.0,2,VERY_CLOSE,0.0,22.73,4,447
6,Tatoooine,34.9,110.4,5760.39,1,255.59,0,-5.95,0,VERY_CLOSE,100.9,22.81,6,448
2,Hyrule,19.9,102.1,15154.38,7,197.5,3,38.61,4,VERY_CLOSE,213.89,20.73,4,449
4,Mordor,29.0,105.9,4460.91,7,91.4,1,32.24,1,CLOSE,1183.44,28.11,2,450
7,Tatoooine,32.7,-999.0,-999.0,7,39.17,1,99.82,3,CLOSE,1563.66,33.59,7,451
8,Tatoooine,18.4,96.4,11873.93,7,131.0,0,0.0,0,VERY_CLOSE,0.0,33.52,7,452
2,Hyrule,32.0,110.0,4114.48,7,33.05,1,8.6,1,CLOSE,303.57,24.02,3,453
8,Tatoooine,35.5,-999.0,6841.19,7,13.9,1,101.4,3,CLOSE,2774.56,33.01,7,454
7,Tatoooine,29.8,105.0,6204.22,7,66.76,1,23.95,3,CLOSE,825.08,28.25,6,455
7,Tatoooine,35.1,107.9,5866.21,2,336.65,2,-6.93,3,VERY_CLOSE,967.97,30.24,1,456
2,Hyrule,21.3,108.3,12961.62,7,188.31,3,40.05,4,VERY_CLOSE,226.15,22.87,4,457
4,Hyrule,28.2,89.0,-999.0,7,45.64,3,188.16,4,VERY_CLOSE,1497.56,23.29,3,458
2,Tatoooine,23.8,99.9,8175.07,7,153.29,1,10.08,2,CLOSE,141.52,25.95,3,459
8,Mordor,38.2,107.4,13130.93,7,266.82,1,267.93,3,MEDIUM,2113.09,35.25,1,460
2,Tatoooine,23.0,100.5,8118.99,7,151.61,1,-23.36,2,VERY_CLOSE,1572.2,25.79,5,461
8,Tatoooine,24.9,96.4,8195.21,7,78.97,1,92.26,3,CLOSE,1227.27,31.68,7,462
6,Hyrule,29.4,106.0,-999.0,1,106.79,0,0.0,0,VERY_CLOSE,0.0,21.32,4,463
7,Tatoooine,31.2,107.3,3848.57,7,247.75,1,-3.94,3,VERY_CLOSE,659.29,32.67,2,464
7,Tatoooine,30.3,109.6,7643.62,7,212.19,1,-19.85,3,VERY_CLOSE,850.96,30.88,1,465
2,Hyrule,39.3,110.2,10497.52,7,342.06,1,29.57,1,VERY_CLOSE,287.26,22.01,6,466
4,Hyrule,27.7,105.3,5645.78,7,81.01,3,3.9,4,VERY_CLOSE,190.7,23.3,6,467
7,Mordor,29.6,102.8,-999.0,7,93.77,1,0.0,3,CLOSE,0.0,29.96,7,468
6,Hyrule,29.9,106.2,4621.16,1,91.15,0,0.0,0,VERY_CLOSE,0.0,21.91,4,469
7,Mordor,26.8,107.8,5950.42,7,79.05,1,61.39,3,CLOSE,1320.81,28.72,1,470
7,Mordor,29.2,103.1,3231.71,7,76.17,1,12.37,3,CLOSE,342.68,30.83,2,471
8,Tatoooine,14.9,98.8,14727.23,7,152.96,1,35.18,3,VERY_CLOSE,388.32,33.79,7,472
7,Tatoooine,25.5,111.5,-999.0,2,188.49,0,5.9,0,FAR,440.39,35.31,7,473
7,Mordor,29.7,109.4,4646.9,7,202.1,1,10.68,3,VERY_CLOSE,878.72,29.26,2,474
6,Hyrule,29.9,107.6,8807.8,1,226.02,0,0.0,0,VERY_CLOSE,0.0,20.56,4,475
7,Tatoooine,30.1,103.3,3757.92,2,58.99,0,1.99,0,FAR,139.3,32.77,7,476
4,Hyrule,35.0,100.6,12644.82,7,17.15,3,80.42,4,VERY_CLOSE,787.88,21.57,6,477
8,Mordor,20.6,94.7,9012.7,7,113.8,1,8.08,3,CLOSE,222.16,35.69,7,478
2,Hyrule,27.9,103.4,4785.07,7,117.69,1,0.0,2,VERY_CLOSE,0.0,22.54,4,479
4,Hyrule,29.2,106.7,-999.0,7,212.14,3,25.78,4,VERY_CLOSE,386.97,23.16,3,480
6,Tatoooine,20.8,100.5,10574.5,1,143.64,0,-1.03,0,VERY_CLOSE,95.31,22.57,6,481
2,Hyrule,22.6,103.8,13351.68,7,189.84,3,30.41,4,VERY_CLOSE,202.33,23.98,3,482
2,Tatoooine,29.1,106.6,11372.17,7,230.67,3,0.0,4,VERY_CLOSE,0.0,26.48,5,483
7,Mordor,22.5,98.5,-999.0,7,132.33,1,73.95,3,VERY_CLOSE,750.74,33.47,1,484
2,Hyrule,25.1,109.5,7805.58,7,160.45,3,66.7,4,VERY_CLOSE,635.45,24.74,3,485
7,Mordor,33.4,112.9,2745.64,7,300.4,1,91.75,3,VERY_CLOSE,670.14,30.57,2,486
4,Hyrule,41.6,101.3,13106.9,7,332.77,3,13.03,4,VERY_CLOSE,140.14,21.17,3,487
2,Tatoooine,35.3,118.4,9615.55,7,267.04,3,113.05,4,CLOSE,1072.8,27.67,3,488
2,Hyrule,29.1,103.9,3939.8,7,97.51,3,0.0,4,VERY_CLOSE,0.0,21.87,4,489
7,Mordor,23.4,107.8,-999.0,7,154.39,1,84.46,3,VERY_CLOSE,844.77,29.59,2,490
7,Mordor,13.5,92.4,-999.0,7,134.48,1,55.76,3,CLOSE,371.24,26.87,5,491
7,Mordor,12.3,86.9,16179.18,7,125.69,1,68.28,3,CLOSE,349.84,26.79,5,492
7,Mordor,24.0,101.9,-999.0,7,166.4,1,-1.97,3,CLOSE,103.14,27.7,5,493
4,Hyrule,28.5,91.7,11873.22,7,44.12,3,55.14,4,VERY_CLOSE,374.22,21.25,2,494
4,Tatoooine,26.6,112.9,-999.0,7,215.31,3,37.83,4,VERY_CLOSE,670.67,30.42,5,495
